0.0003871371,0.0015485484,0.000000000
0.0003871371,0.0078395264,0.000000000
0.0061941937,0.0000967843,0.000000000
0.0003871371,0.0061941937,0.000000000
0.0024196069,0.0000967843,0.000000000
0.0015485484,0.0047424295,0.000000000
0.0034842340,0.0003871371,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0000967843,0.0078395264,0.000000000
0.0008710585,0.0000967843,0.000000000
0.0000000000,0.0061941937,0.000000000
0.0000967843,0.0000000000,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0000000000,0.0000967843,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0024196069,0.0015485484,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0000967843,0.0061941937,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0000000000,0.0024196069,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0000000000,0.0047424295,0.000000000
0.0024196069,0.0015485484,0.000000000
0.0000000000,0.0078395264,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0003871371,0.0047424295,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0000967843,0.0061941937,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0024196069,0.0008710585,0.000000000
0.0015485484,0.0061941937,0.000000000
0.0047424295,0.0003871371,0.000000000
0.0000967843,0.0061941937,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0008710585,0.0000967843,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0008710585,0.0061941937,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0000967843,0.0000967843,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0003871371,0.0024196069,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0034842340,0.0008710585,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0008710585,0.0034842340,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0000967843,0.0000967843,0.000000000
0.0000967843,0.0024196069,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0008710585,0.0024196069,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0047424295,0.0000967843,0.000000000
0.0000967843,0.0000000000,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0008710585,0.0000967843,0.000000000
0.0024196069,0.0000000000,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0015485484,0.0024196069,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0000000000,0.0003871371,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0024196069,0.0015485484,0.000000000
0.0003871371,0.0034842340,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0008710585,0.0000967843,0.000000000
0.0034842340,0.0008710585,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0047424295,0.0024196069,0.000000000
0.0000000000,0.0000000000,0.000000000
0.0061941937,0.0000000000,0.000000000
0.0000000000,0.0000967843,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0034842340,0.0000000000,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0015485484,0.0047424295,0.000000000
0.0008710585,0.0000967843,0.000000000
0.0000000000,0.0034842340,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0000000000,0.0024196069,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0015485484,0.0061941937,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0000967843,0.0000000000,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0000967843,0.0000967843,0.000000000
0.0015485484,0.0024196069,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0000000000,0.0034842340,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0003871371,0.0047424295,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0024196069,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0034842340,0.0003871371,0.000000000
0.0000000000,0.0000967843,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0008710585,0.0024196069,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0000000000,0.0000967843,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0024196069,0.0000000000,0.000000000
0.0000000000,0.0003871371,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0000000000,0.0000967843,0.000000000
0.0003871371,0.0047424295,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0034842340,0.000000000
0.0000000000,0.0003871371,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0000000000,0.0003871371,0.000000000
0.0000967843,0.0047424295,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0000000000,0.0000000000,0.000000000
0.0015485484,0.0047424295,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0024196069,0.000000000
0.0008710585,0.0000967843,0.000000000
0.0015485484,0.0047424295,0.000000000
0.0003871371,0.0000967843,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0003871371,0.0034842340,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0008710585,0.0034842340,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0003871371,0.0034842340,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0000000000,0.0034842340,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0024196069,0.0008710585,0.000000000
0.0034842340,0.0000967843,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0000967843,0.0061941937,0.000000000
0.0000967843,0.0000967843,0.000000000
0.0008710585,0.0034842340,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0000967843,0.0000000000,0.000000000
0.0015485484,0.0024196069,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0008710585,0.0024196069,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0000000000,0.0003871371,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0024196069,0.0008710585,0.000000000
0.0015485484,0.0034842340,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0047424295,0.0015485484,0.000000000
0.0047424295,0.0015485484,0.000000000
0.0000967843,0.0034842340,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0008710585,0.0024196069,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0024196069,0.0015485484,0.000000000
0.0000967843,0.0000000000,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0015485484,0.0034842340,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0003871371,0.0024196069,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0000000000,0.0000000000,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0047424295,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0015485484,0.0024196069,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0000967843,0.0024196069,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0024196069,0.0024196069,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0034842340,0.0008710585,0.000000000
0.0000967843,0.0024196069,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0003871371,0.0034842340,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0000000000,0.0000967843,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0003871371,0.0024196069,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0047424295,0.0008710585,0.000000000
0.0034842340,0.0008710585,0.000000000
0.0008710585,0.0024196069,0.000000000
0.0034842340,0.0034842340,0.000000000
0.0024196069,0.0008710585,0.000000000
0.0015485484,0.0024196069,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0003871371,0.0000967843,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0034842340,0.0034842340,0.000000000
0.0034842340,0.0015485484,0.000000000
0.0008710585,0.0024196069,0.000000000
0.0024196069,0.0000000000,0.000000000
0.0024196069,0.0034842340,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0008710585,0.0003871371,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0003871371,0.0000967843,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0015485484,0.0047424295,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0003871371,0.0024196069,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0024196069,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0015485484,0.0034842340,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0015485484,0.0000000000,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0034842340,0.0015485484,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0015485484,0.0000967843,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0003871371,0.0047424295,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0024196069,0.0008710585,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0008710585,0.0034842340,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0015485484,0.0034842340,0.000000000
0.0024196069,0.0015485484,0.000000000
0.0000000000,0.0024196069,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0024196069,0.0024196069,0.000000000
0.0034842340,0.0024196069,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0000967843,0.0000967843,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0034842340,0.0024196069,0.000000000
0.0015485484,0.0024196069,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0034842340,0.0003871371,0.000000000
0.0000967843,0.0024196069,0.000000000
0.0008710585,0.0000000000,0.000000000
0.0047424295,0.0008710585,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0008710585,0.0024196069,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0000967843,0.0047424295,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0008710585,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0034842340,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0000967843,0.0034842340,0.000000000
0.0003871371,0.0008710585,0.000000000
0.0003871371,0.0000000000,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0034842340,0.0003871371,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0000000000,0.0024196069,0.000000000
0.0000000000,0.0003871371,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0000967843,0.0008710585,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0034842340,0.0008710585,0.000000000
0.0015485484,0.0024196069,0.000000000
0.0003871371,0.0003871371,0.000000000
0.0000000000,0.0008710585,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0003871371,0.0047424295,0.000000000
0.0034842340,0.0003871371,0.000000000
0.0008710585,0.0000967843,0.000000000
0.0015485484,0.0008710585,0.000000000
0.0024196069,0.0003871371,0.000000000
0.0034842340,0.0024196069,0.000000000
0.0003871371,0.0000967843,0.000000000
0.0034842340,0.0000000000,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0015485484,0.0024196069,0.000000000
0.0000967843,0.0000967843,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0015485484,0.0003871371,0.000000000
0.0008710585,0.0000967843,0.000000000
0.0003871371,0.0015485484,0.000000000
0.0061941937,0.0015485484,0.000000000
0.0015485484,0.0015485484,0.000000000
0.0000967843,0.0003871371,0.000000000
0.0008710585,0.0008710585,0.000000000
0.0034842340,0.0000000000,0.000000000
0.0000967843,0.0015485484,0.000000000
0.0034842340,0.0008710585,0.000000000
0.0024196069,0.0034842340,0.000000000
0.0024196069,0.0008710585,0.000000000
0.0003871371,0.0000967843,0.000000000
0.0024196069,0.0015485484,0.000000000
0.0047424295,0.0015485484,0.000000000
0.0000000000,0.0015485484,0.000000000
0.0034842340,0.0015485484,0.000000000
0.0015485484,0.0000000000,0.000000000
